Positive Score,Negative Score,Polarity Score,Subjectivity Score,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,Sentiment_rating
7,4,0.045748299319727896,0.2852607709750567,14.090909090909092,21.29032258064516,12.35,14.090909090909092,33,155,1.8709677419354838,1,5.787096774193548,Blackassign0058.txt
30,24,0.05008615288220553,0.49320175438596503,14.357142857142858,12.064676616915424,8.75,14.357142857142858,97,804,1.492537313432836,19,4.91044776119403,Blackassign0059.txt
10,3,0.3441666666666667,0.4658333333333334,15.636363636363637,11.046511627906977,9.26,15.636363636363637,19,172,1.5174418604651163,1,5.1104651162790695,Blackassign0060.txt
38,13,0.08839440321583178,0.40952226345083487,18.295081967213115,22.491039426523297,12.82,18.295081967213115,251,1116,1.843189964157706,0,6.015232974910394,Blackassign0061.txt
22,8,0.050444275112642455,0.39726201519568866,16.4375,18.631178707224336,11.13,16.4375,98,526,1.6311787072243347,9,5.226235741444867,Blackassign0062.txt
32,19,0.03398407482744832,0.47709009196961033,20.076923076923077,15.613026819923373,11.22,20.076923076923077,163,1044,1.5996168582375478,7,5.0,Blackassign0063.txt
79,36,0.0914013605442177,0.40877006802721083,22.81081081081081,21.860189573459714,14.55,22.81081081081081,369,1688,1.7316350710900474,15,5.610781990521327,Blackassign0064.txt
69,28,0.12361018418310084,0.49443387630887614,25.426470588235293,13.013302486986698,13.85,25.426470588235293,225,1729,1.492192018507808,18,4.895893580104106,Blackassign0065.txt
41,27,0.059266029246344214,0.4014670041244845,18.532467532467532,13.104414856341975,11.43,18.532467532467532,187,1427,1.5094604064470918,19,5.084092501751927,Blackassign0066.txt
34,12,0.16812169312169312,0.4647130647130648,13.136363636363637,10.841983852364475,8.42,13.136363636363637,94,867,1.469434832756632,1,4.784313725490196,Blackassign0067.txt
41,14,0.2227367109634552,0.43029485049833893,22.56451612903226,12.72337383845604,12.07,22.56451612903226,178,1399,1.4696211579699785,5,4.732666190135811,Blackassign0068.txt
26,6,0.24836432506887052,0.5038370720188904,27.352941176470587,15.483870967741936,14.63,27.352941176470587,72,465,1.5376344086021505,8,4.832258064516129,Blackassign0069.txt
63,23,0.12368867243867243,0.4587145602935075,21.328767123287673,17.276814386640975,12.9,21.328767123287673,269,1557,1.655748233782916,9,5.3943481053307645,Blackassign0070.txt
50,30,0.07649718915343914,0.5804637896825398,12.125,12.371134020618557,8.35,12.125,120,970,1.5144329896907216,14,5.0237113402061855,Blackassign0071.txt
49,10,0.261250734861846,0.6194444444444444,14.443037974683545,11.481156879929886,7.97,14.443037974683545,131,1141,1.4794040315512709,5,4.889570552147239,Blackassign0072.txt
41,13,0.10328150138494967,0.4431057320712494,20.696428571428573,13.028472821397758,11.08,20.696428571428573,151,1159,1.5401207937877481,0,5.199309749784296,Blackassign0073.txt
45,13,0.10680747567844341,0.3572557370944468,17.074074074074073,19.522776572668114,11.17,17.074074074074073,270,1383,1.7411424439624006,8,5.560375994215474,Blackassign0074.txt
53,32,0.07226922484204035,0.5667429496070274,12.451219512195122,12.536728697355533,8.61,12.451219512195122,128,1021,1.5210577864838393,16,5.055827619980412,Blackassign0075.txt
62,52,0.03826005774763538,0.45636817288991205,22.865671641791046,14.1644908616188,12.44,22.865671641791046,217,1532,1.5378590078328982,5,5.047650130548303,Blackassign0076.txt
28,13,0.06652211336421862,0.4100396874081084,28.037037037037038,15.191545574636725,15.0,28.037037037037038,115,757,1.6380449141347424,1,5.339498018494056,Blackassign0077.txt
54,21,0.06298105564160607,0.3938974633928761,28.341463414634145,17.21170395869191,16.0,28.341463414634145,200,1162,1.7056798623063683,1,5.636833046471601,Blackassign0078.txt
53,31,0.08240187895908233,0.41882618793635745,20.088607594936708,17.895400126023944,12.45,20.088607594936708,284,1587,1.6559546313799622,5,5.614366729678639,Blackassign0079.txt
62,33,0.05013615416841223,0.329755235803623,15.144859813084112,11.292810860845417,7.65,15.144859813084112,366,3241,1.499845726627584,0,5.350817648873805,Blackassign0080.txt
52,35,0.021525009519801193,0.4655715889049222,20.61904761904762,14.607390300230946,12.17,20.61904761904762,253,1732,1.5906466512702078,10,5.201501154734411,Blackassign0081.txt
46,50,0.019276780266713152,0.3741712426276183,23.523809523809526,20.647773279352226,14.53,23.523809523809526,306,1482,1.7348178137651822,0,5.721322537112011,Blackassign0082.txt
6,1,0.2567148760330578,0.47427685950413223,17.11111111111111,14.285714285714285,11.0,17.11111111111111,22,154,1.5649350649350648,2,5.253246753246753,Blackassign0083.txt
44,15,0.15633458646616538,0.4683521303258145,22.357142857142858,11.501597444089457,12.11,22.357142857142858,108,939,1.5026624068157615,2,5.212992545260916,Blackassign0084.txt
73,28,0.10960267701647014,0.43117604617604605,15.025,15.640599001663894,9.37,15.025,282,1803,1.5513033832501386,6,5.092068774265114,Blackassign0085.txt
96,19,0.16065136210590764,0.43745850782214435,17.802083333333332,15.974253949678175,11.03,17.802083333333332,273,1709,1.6062024575775307,5,5.361614979520187,Blackassign0086.txt
38,17,0.09114265579381858,0.44110507709344926,22.25531914893617,14.627151051625239,12.97,22.25531914893617,153,1046,1.5726577437858509,3,5.238049713193116,Blackassign0087.txt
21,21,0.0298188231521565,0.41261744428411085,23.30666666666667,19.622425629290618,13.37,23.30666666666667,343,1748,1.7162471395881007,1,5.52974828375286,Blackassign0088.txt
37,16,0.08495011337868477,0.4454750566893423,18.313725490196077,17.02355460385439,11.4,18.313725490196077,159,934,1.6274089935760172,4,5.3436830835117775,Blackassign0089.txt
61,22,0.11427048939760806,0.44600906155990927,16.216216216216218,14.000000000000002,10.18,16.216216216216218,168,1200,1.5183333333333333,39,4.97,Blackassign0090.txt
45,17,0.08159135603825869,0.42724814516849907,26.536585365853657,16.268382352941178,14.87,26.536585365853657,177,1088,1.6102941176470589,12,5.089154411764706,Blackassign0091.txt
42,11,0.09576650291982323,0.336255787037037,17.87878787878788,19.237288135593218,12.62,17.87878787878788,227,1180,1.7194915254237289,2,5.828813559322034,Blackassign0092.txt
8,0,0.274025974025974,0.42353896103896105,16.09090909090909,11.864406779661017,9.83,16.09090909090909,21,177,1.4745762711864407,2,4.943502824858757,Blackassign0093.txt
44,22,0.08462214308988501,0.4365626309174695,17.136363636363637,13.4394341290893,11.16,17.136363636363637,152,1131,1.5207780725022104,14,4.994694960212201,Blackassign0094.txt
22,11,0.0873634302205731,0.41912294055151195,17.205882352941178,16.23931623931624,10.97,17.205882352941178,95,585,1.6256410256410256,4,5.558974358974359,Blackassign0095.txt
48,30,0.05857088503782719,0.3960048078643118,22.2,20.0,14.0,22.2,222,1110,1.681981981981982,2,5.408108108108108,Blackassign0096.txt
28,26,0.0631554967666079,0.43668599918599904,28.026315789473685,13.615023474178404,13.9,28.026315789473685,145,1065,1.5126760563380282,6,4.8835680751173705,Blackassign0097.txt
12,3,0.11299479166666666,0.4427083333333333,17.09090909090909,23.404255319148938,12.25,17.09090909090909,88,376,1.7686170212765957,0,5.867021276595745,Blackassign0098.txt
19,3,0.09010570824524312,0.37839323467230435,16.416666666666668,11.6751269035533,9.55,16.416666666666668,69,591,1.5109983079526226,4,5.020304568527918,Blackassign0099.txt
47,19,0.10250857266986303,0.41294317987866364,29.057142857142857,19.567354965585054,16.68,29.057142857142857,199,1017,1.696165191740413,3,5.591937069813176,Blackassign0100.txt
